timestamps,true_lat,true_lon,true_x,true_y,ax,ay,gnss_lat,gnss_lon,gnss_x,gnss_y
1.59502E+12,37.4231056,-122.0826629,-4977712.154,8166813.927,0.291079834,9.957790167,37.42311152,-122.0824376,-4977730.39,8166793.411
1.59502E+12,37.4230961,-122.0828981,-4977693.484,8166835.694,0.384025021,9.780616573,37.42309801,-122.0826714,-4977712.278,8166815.479
1.59502E+12,37.4230907,-122.0831342,-4977674.284,8166857.109,0.373936046,9.874626942,37.4230885,-122.0829066,-4977693.609,8166837.246
1.59502E+12,37.4230894,-122.0833706,-4977654.604,8166878.119,0.449194936,9.896691452,37.4230832,-122.0831426,-4977674.407,8166858.642
1.59502E+12,37.423093,-122.0836076,-4977634.332,8166898.667,0.404191458,9.996902413,37.42308219,-122.0833791,-4977654.688,8166879.631
1.59502E+12,37.4231017,-122.0838453,-4977613.437,8166918.741,0.479806954,9.744977183,37.42308601,-122.0836161,-4977634.395,8166900.151
1.59502E+12,37.4231153,-122.0840832,-4977591.982,8166938.317,0.285597189,9.878860375,37.42309458,-122.0838539,-4977613.506,8166920.247
1.59502E+12,37.4231334,-122.0843211,-4977570.029,8166957.42,0.434216775,9.89023774,37.42310822,-122.0840919,-4977592.04,8166939.826
1.59503E+12,37.4231551,-122.0845581,-4977547.753,8166976.064,0.288534527,9.974047216,37.42312648,-122.0843299,-4977570.059,8166958.922
1.59503E+12,37.4231816,-122.0847945,-4977524.996,8166994.151,0.2818354,10.02423586,37.42314852,-122.084567,-4977547.737,8166977.539
1.59503E+12,37.4232115,-122.0850297,-4977501.963,8167011.774,0.290992539,10.20484796,37.423175,-122.0848033,-4977524.987,8166995.623
1.59503E+12,37.4232454,-122.0852615,-4977478.772,8167028.676,0.148516062,9.845740452,37.42320515,-122.0850384,-4977501.937,8167013.208
1.59503E+12,37.4232823,-122.0854898,-4977455.543,8167044.953,0.167428562,9.834489538,37.42323903,-122.0852702,-4977478.746,8167030.117
1.59503E+12,37.4233216,-122.0857148,-4977432.325,8167060.687,-0.038607271,9.64444426,37.4232759,-122.0854985,-4977455.521,8167046.395
1.59503E+12,37.4233616,-122.085938,-4977409.18,8167076.188,0.03425878,9.610910135,37.42331521,-122.0857236,-4977432.293,8167062.138
1.59503E+12,37.4234031,-122.0861612,-4977385.869,8167091.531,0.212961217,9.488301033,37.42335532,-122.0859468,-4977409.135,8167077.629
1.59503E+12,37.4234471,-122.0863866,-4977362.097,8167106.806,-0.252489706,9.818795239,37.42339696,-122.0861698,-4977385.83,8167092.934
1.59503E+12,37.4234931,-122.086614,-4977337.936,8167122.046,-0.302623041,9.552849758,37.42344118,-122.0863955,-4977362.003,8167108.218
1.59503E+12,37.423539,-122.0868437,-4977313.592,8167137.5,-0.112255592,9.617478948,37.42348699,-122.086623,-4977337.854,8167123.486
1.59503E+12,37.4235841,-122.0870753,-4977289.179,8167153.206,-0.008627965,9.596875283,37.423533,-122.0868529,-4977313.483,8167138.947
1.59503E+12,37.4236293,-122.0873064,-4977264.796,8167168.857,-0.232586963,9.849272163,37.42357815,-122.0870842,-4977289.089,8167154.619
1.59503E+12,37.4236743,-122.0875371,-4977240.468,8167184.493,-0.180013892,9.780628,37.42362311,-122.0873152,-4977264.742,8167170.286
1.59503E+12,37.4237188,-122.0877674,-4977216.23,8167200.147,-0.216124802,10.04732427,37.42366806,-122.0875455,-4977240.453,8167185.894
1.59503E+12,37.423763,-122.0879971,-4977192.075,8167215.779,-0.272241096,9.977840371,37.42371257,-122.0877759,-4977216.208,8167201.55
1.59503E+12,37.4238059,-122.0882254,-4977168.182,8167231.423,-0.232713509,9.984305565,37.42375661,-122.0880054,-4977192.085,8167217.186
1.59503E+12,37.423847,-122.0884511,-4977144.706,8167247.028,-0.22203783,9.9027886,37.42379956,-122.0882338,-4977168.181,8167232.828
1.59503E+12,37.4238865,-122.0886721,-4977121.801,8167262.386,-0.607017685,9.63494199,37.42384035,-122.0884596,-4977144.727,8167248.48
1.59503E+12,37.4239218,-122.0888809,-4977100.384,8167277.108,-1.235421224,9.641510592,37.42387983,-122.0886806,-4977121.825,8167263.838
1.59503E+12,37.4239477,-122.0890748,-4977081.257,8167291.502,-1.539861913,9.682131113,37.42391523,-122.0888892,-4977100.414,8167278.531
1.59503E+12,37.423961,-122.089254,-4977064.757,8167305.924,-1.566470567,9.688918573,37.42394056,-122.0890832,-4977081.343,8167292.995
1.59503E+12,37.4239622,-122.0894174,-4977050.922,8167320.223,-1.276283287,9.785494206,37.42395361,-122.089262,-4977064.901,8167307.411
1.59503E+12,37.423953,-122.0895647,-4977039.588,8167334.195,-1.231567404,9.683258617,37.42395453,-122.0894254,-4977051.099,8167321.738
1.59503E+12,37.4239365,-122.0896892,-4977030.974,8167346.921,-0.720032539,9.610576596,37.42394532,-122.0895706,-4977039.942,8167335.524
1.59503E+12,37.4239173,-122.0897845,-4977025.108,8167357.353,-0.212903695,9.612934808,37.42392872,-122.0896948,-4977031.369,8167348.231
1.59503E+12,37.4239014,-122.0898481,-4977021.535,8167364.639,-0.034839161,9.727902507,37.42390946,-122.0897899,-4977025.522,8167358.655
1.59503E+12,37.423892,-122.0898821,-4977019.724,8167368.629,-0.053343839,9.752627462,37.42389342,-122.0898517,-4977022.119,8167365.795
1.59503E+12,37.4238876,-122.0898981,-4977018.869,8167370.505,-0.134268411,9.787668548,37.42388378,-122.089886,-4977020.31,8167369.835
1.59503E+12,37.4238863,-122.0899028,-4977018.619,8167371.056,-0.218583186,9.853481039,37.42387928,-122.089902,-4977019.465,8167371.722
1.59503E+12,37.4238862,-122.0899033,-4977018.588,8167371.111,-0.201756363,9.848748697,37.42387798,-122.0899066,-4977019.222,8167372.266
1.59503E+12,37.4238859,-122.0899044,-4977018.529,8167371.239,-0.208371138,9.832160038,37.42387771,-122.0899074,-4977019.188,8167372.362
1.59503E+12,37.4238859,-122.0899043,-4977018.538,8167371.231,-0.220053404,9.872918476,37.42387743,-122.0899081,-4977019.159,8167372.454
1.59503E+12,37.4238859,-122.0899045,-4977018.521,8167371.248,-0.344647772,9.95220816,37.42387738,-122.0899083,-4977019.15,8167372.475
1.59503E+12,37.423883,-122.0899151,-4977017.953,8167372.489,-0.5135308,9.966227053,37.42387723,-122.0899086,-4977019.14,8167372.52
1.59503E+12,37.4238731,-122.0899487,-4977016.231,8167376.496,-0.30531552,9.926862578,37.42387416,-122.0899192,-4977018.588,8167373.78
1.59503E+12,37.4238554,-122.0900067,-4977013.327,8167383.478,-0.405721482,9.771045317,37.42386435,-122.0899525,-4977016.878,8167377.753
1.59503E+12,37.4238305,-122.0900882,-4977009.248,8167393.291,-0.212236464,9.728791231,37.42384684,-122.0900102,-4977013.982,8167384.685
1.59503E+12,37.4237978,-122.0901936,-4977004.029,8167406.034,-0.420089923,10.06759425,37.42382166,-122.0900922,-4977009.893,8167394.572
1.59503E+12,37.4237575,-122.0903206,-4976997.84,8167421.483,-0.387993889,10.01188049,37.42378889,-122.0901968,-4977004.746,8167407.256
1.59503E+12,37.4237111,-122.0904647,-4976990.892,8167439.083,-1.20406145,9.740927837,37.42374842,-122.0903238,-4976998.577,8167422.72
1.59503E+12,37.4236568,-122.0906203,-4976983.854,8167458.529,-1.54739384,9.842207363,37.42370294,-122.0904674,-4976991.573,8167440.176
1.59503E+12,37.4235909,-122.0907807,-4976977.698,8167479.618,-2.295269096,9.65946826,37.42364741,-122.0906214,-4976984.797,8167459.617
1.59503E+12,37.4235104,-122.0909412,-4976973.149,8167502.252,-2.531629365,9.789025865,37.42358011,-122.0907812,-4976978.846,8167480.8
1.59503E+12,37.4234106,-122.0910948,-4976971.315,8167526.306,-2.533746098,9.7820315,37.42349765,-122.0909397,-4976974.69,8167503.456
1.59503E+12,37.4232928,-122.0912388,-4976972.278,8167551.405,-2.660818781,9.813782427,37.42340031,-122.0910932,-4976972.587,8167527.247
1.59503E+12,37.4231587,-122.0913697,-4976976.144,8167577.061,-2.219181956,10.06958435,37.42328281,-122.0912371,-4976973.525,8167552.305
1.59503E+12,37.4230104,-122.0914855,-4976982.848,8167602.878,-1.595552544,9.835777931,37.42314848,-122.0913667,-4976977.525,8167577.872
1.59503E+12,37.4228509,-122.0915877,-4976991.932,8167628.672,-0.985336755,10.20809202,37.4230004,-122.0914819,-4976984.255,8167603.613
1.59503E+12,37.4226846,-122.0916827,-4977002.373,8167654.545,-0.629417924,10.06597153,37.422841,-122.0915836,-4976993.37,8167629.353
1.59503E+12,37.4225165,-122.0917732,-4977013.39,8167680.211,-0.361281708,9.93435539,37.42267467,-122.0916781,-4977003.855,8167655.185
1.59503E+12,37.4223493,-122.0918607,-4977024.558,8167705.517,-0.247208484,9.90086751,37.42250666,-122.0917688,-4977014.848,8167680.856
1.59503E+12,37.4221846,-122.0919475,-4977035.509,8167730.498,-0.105295697,10.02489162,37.42233949,-122.0918562,-4977026.025,8167706.148
1.59503E+12,37.4220229,-122.0920339,-4977046.161,8167755.129,-0.220277737,9.325934215,37.42217445,-122.0919428,-4977037.023,8167731.154
1.59503E+12,37.4218645,-122.0921192,-4977056.541,8167779.316,-0.528894329,9.80734025,37.4220127,-122.092029,-4977047.7,8167755.77
1.59503E+12,37.4217088,-122.0922032,-4977066.73,8167803.104,-0.353194429,9.73756871,37.42185445,-122.0921139,-4977058.094,8167779.907
1.59503E+12,37.4215575,-122.0922845,-4977076.658,8167826.191,-0.16816481,9.605606863,37.42169816,-122.0921981,-4977068.336,8167803.771
1.59503E+12,37.4214105,-122.0923626,-4977086.379,8167848.544,-0.105215174,9.656937596,37.42154812,-122.0922812,-4977077.977,8167826.883
1.59503E+12,37.4212678,-122.0924389,-4977095.775,8167870.286,-0.062167374,9.605480346,37.42140118,-122.0923581,-4977087.787,8167849.128
1.59503E+12,37.4211286,-122.0925146,-4977104.833,8167891.606,-0.141878283,9.632353606,37.42125846,-122.0924349,-4977097.141,8167870.917
1.59503E+12,37.4209935,-122.092589,-4977113.547,8167912.381,-0.299586,9.504349029,37.42111896,-122.0925114,-4977106.165,8167892.341
1.59503E+12,37.4208657,-122.0926588,-4977121.839,8167931.982,-0.304958342,9.72588074,37.42098116,-122.0925845,-4977115.291,8167913.28
1.59503E+12,37.4207434,-122.0927233,-4977129.966,8167950.537,-0.284642362,9.659295815,37.42085355,-122.0926541,-4977123.579,8167932.844
1.59503E+12,37.4206215,-122.0927861,-4977138.191,8167968.9,-0.254053342,9.736073308,37.42073239,-122.0927192,-4977131.531,8167951.33
1.59503E+12,37.4205002,-122.092848,-4977146.426,8167987.12,-0.167474575,9.579182327,37.42061061,-122.0927823,-4977139.718,8167969.707
1.59503E+12,37.420383,-122.0929072,-4977154.433,8168004.671,-0.038791338,9.711799865,37.42048947,-122.0928436,-4977147.985,8167987.858
1.59503E+12,37.4202708,-122.092963,-4977162.172,8168021.396,-0.062236399,9.793535519,37.42037265,-122.0929029,-4977155.942,8168005.377
1.59503E+12,37.4201657,-122.0930154,-4977169.41,8168037.075,-0.089592802,9.748071952,37.42026033,-122.0929588,-4977163.678,8168022.131
1.59503E+12,37.4200702,-122.0930626,-4977176.021,8168051.284,-0.042748698,9.798091115,37.42015544,-122.0930115,-4977170.874,8168037.808
1.59503E+12,37.4199854,-122.0931041,-4977181.927,8168063.866,0.112175061,9.816474452,37.42005997,-122.0930585,-4977177.499,8168051.998
1.59503E+12,37.419908,-122.0931434,-4977187.197,8168075.474,0.132214949,9.797550413,37.41997531,-122.0931002,-4977183.373,8168064.579
1.59503E+12,37.4198393,-122.0931792,-4977191.799,8168085.859,1.324553882,9.735095423,37.41989782,-122.0931398,-4977188.628,8168076.224
1.59503E+12,37.4197801,-122.0932153,-4977195.323,8168095.272,2.695538167,9.726331394,37.41982902,-122.0931753,-4977193.26,8168086.599
1.59503E+12,37.4197386,-122.0932594,-4977196.218,8168103.529,2.148191041,9.615649835,37.41977006,-122.0932119,-4977196.722,8168096.025
1.59503E+12,37.41972,-122.0933094,-4977194.083,8168109.899,1.341169006,9.753888831,37.41973085,-122.0932594,-4977197.079,8168104.341
1.59503E+12,37.4197165,-122.0933575,-4977190.436,8168114.513,1.050443389,9.737672298,37.41971207,-122.0933111,-4977194.817,8168110.884
1.59503E+12,37.4197224,-122.093395,-4977186.638,8168117.203,0.280105443,9.742371617,37.41970885,-122.093361,-4977190.992,8168115.624
1.59503E+12,37.4197308,-122.0934198,-4977183.628,8168118.509,-0.036720625,9.746559087,37.41971544,-122.0934004,-4977186.958,8168118.408
1.59503E+12,37.4197359,-122.093431,-4977182.124,8168118.962,-0.114671424,9.799764837,37.41972496,-122.0934258,-4977183.773,8168119.651
1.59503E+12,37.4197374,-122.0934349,-4977181.631,8168119.148,-0.063657135,9.848133298,37.41973065,-122.0934376,-4977182.152,8168120.096
1.59503E+12,37.4197394,-122.0934391,-4977181.057,8168119.309,0.093058731,9.91712316,37.41973266,-122.0934411,-4977181.636,8168120.194
1.59503E+12,37.4197466,-122.0934509,-4977179.27,8168119.593,0.611182124,9.917525091,37.41973503,-122.093445,-4977181.042,8168120.293
1.59503E+12,37.4197654,-122.0934727,-4977175.361,8168119.541,1.010881287,9.903915904,37.4197428,-122.0934565,-4977179.222,8168120.487
1.59503E+12,37.4197973,-122.0934943,-4977170.019,8168118.093,1.133488951,9.952066901,37.41976221,-122.0934788,-4977175.205,8168120.412
1.59503E+12,37.4198417,-122.0935055,-4977164.165,8168114.412,-0.063570856,9.845740442,37.4197952,-122.0934988,-4977169.87,8168118.715
1.59503E+12,37.4198925,-122.093509,-4977158.249,8168109.379,-0.446192402,9.835214298,37.41984087,-122.093509,-4977163.961,8168114.811
1.59503E+12,37.419944,-122.0935104,-4977152.431,8168104.086,-0.377410254,9.873004798,37.41989241,-122.0935115,-4977158.046,8168109.612
1.59503E+12,37.4200017,-122.0935114,-4977145.961,8168098.107,-0.319142714,9.881885769,37.4199438,-122.0935128,-4977152.255,8168104.316
1.59503E+12,37.420067,-122.0935117,-4977138.708,8168091.266,-0.24008754,9.834167346,37.42000175,-122.0935134,-4977145.792,8168098.275
1.59503E+12,37.4201351,-122.0935105,-4977131.271,8168083.999,-0.363950622,9.844831596,37.42006736,-122.0935133,-4977138.538,8168091.367
1.59503E+12,37.4202106,-122.0935076,-4977123.158,8168075.803,-0.650484141,9.896608912,37.42013541,-122.0935119,-4977131.123,8168084.086
1.59503E+12,37.420296,-122.0935048,-4977113.94,8168066.575,-0.97200367,9.897381692,37.42021106,-122.0935092,-4977122.976,8168075.892
1.59503E+12,37.4203889,-122.0935064,-4977103.523,8168056.947,-0.785823675,9.804349163,37.42029624,-122.0935064,-4977113.78,8168066.691
1.59503E+12,37.4204858,-122.0935149,-4977092.085,8168047.507,-0.524775912,9.892423567,37.4203888,-122.0935083,-4977103.373,8168057.128
1.59503E+12,37.4205857,-122.0935291,-4977079.837,8168038.255,-0.351376801,9.841909633,37.42048574,-122.093517,-4977091.917,8168047.699
1.59503E+12,37.4206903,-122.0935469,-4977066.767,8168028.826,-0.248680995,9.874799413,37.42058543,-122.0935314,-4977079.677,8168038.482
1.59503E+12,37.420799,-122.0935677,-4977052.991,8168019.232,-0.054402202,9.816681375,37.42069003,-122.0935493,-4977066.596,8168029.066
1.59503E+12,37.4209073,-122.093589,-4977039.218,8168009.723,0.432985857,9.614787,37.42079862,-122.0935699,-4977052.848,8168019.465
1.59503E+12,37.4210099,-122.0936094,-4977026.151,8168000.734,0.878890664,9.78994624,37.42090711,-122.0935915,-4977039.032,8168009.962
1.59503E+12,37.4210998,-122.0936208,-4977015.244,8167992.287,1.205303879,9.748796587,37.42100959,-122.0936119,-4977025.973,8168000.991
1.59503E+12,37.4211706,-122.0936176,-4977007.676,8167984.559,0.658566911,9.566010221,37.42110033,-122.093623,-4977015.001,8167992.426
1.59503E+12,37.4212199,-122.0936057,-4977003.217,8167978.324,-0.120683947,9.701691358,37.42117123,-122.0936185,-4977007.53,8167984.574
1.59503E+12,37.4212457,-122.0935947,-4977001.284,8167974.64,-0.304567206,9.695188125,37.42122092,-122.0936061,-4977003.071,8167978.253
1.59503E+12,37.4212539,-122.0935906,-4977000.721,8167973.416,-0.348270733,9.798988365,37.4212466,-122.0935949,-4977001.171,8167974.559
1.59503E+12,37.4212544,-122.0935905,-4977000.674,8167973.354,-0.352878069,9.821202466,37.42125473,-122.0935907,-4977000.621,8167973.338
1.59503E+12,37.4212544,-122.0935906,-4977000.665,8167973.363,-0.349593689,9.824210764,37.42125529,-122.0935905,-4977000.572,8167973.264
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.352987357,9.823923245,37.42125524,-122.0935904,-4977000.592,8167973.254
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.35183696,9.825844317,37.42125527,-122.0935903,-4977000.596,8167973.244
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.351440073,9.824308644,37.42125544,-122.0935904,-4977000.568,8167973.234
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.352894878,9.822786655,37.42125532,-122.0935905,-4977000.575,8167973.254
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.351434323,9.824814688,37.42125551,-122.0935904,-4977000.563,8167973.225
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.354005455,9.822933894,37.42125543,-122.0935904,-4977000.569,8167973.236
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.351273268,9.824423611,37.42125538,-122.0935902,-4977000.592,8167973.224
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.355560669,9.825156262,37.42125528,-122.0935902,-4977000.602,8167973.236
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.350542765,9.824906721,37.42125532,-122.0935902,-4977000.598,8167973.23
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.352837805,9.822853337,37.42125548,-122.0935906,-4977000.547,8167973.249
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.355477962,9.823497558,37.42125536,-122.0935905,-4977000.567,8167973.253
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.354137752,9.82450001,37.42125555,-122.0935906,-4977000.536,8167973.244
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.351043186,9.822945346,37.42125567,-122.0935904,-4977000.545,8167973.209
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.351704663,9.822818813,37.42125575,-122.0935904,-4977000.535,8167973.2
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.355731049,9.823014375,37.42125579,-122.0935905,-4977000.524,8167973.204
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.354381679,9.8241515,37.42125594,-122.0935904,-4977000.51,8167973.185
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.349490156,9.824417822,37.42125602,-122.0935905,-4977000.493,8167973.186
1.59503E+12,37.4212544,-122.0935907,-4977000.657,8167973.372,-0.356950467,9.822272322,37.4212558,-122.0935906,-4977000.51,8167973.217
1.59503E+12,37.4212544,-122.0935908,-4977000.649,8167973.381,-0.355322659,9.824331615,37.42125582,-122.0935905,-4977000.513,8167973.21
1.59503E+12,37.4212544,-122.0935908,-4977000.649,8167973.381,-0.358911781,9.835935612,37.42125595,-122.0935905,-4977000.501,8167973.191
1.59503E+12,37.4212547,-122.0935908,-4977000.615,8167973.349,-0.361810889,9.874609625,37.42125576,-122.0935907,-4977000.51,8167973.224
1.59503E+12,37.4212589,-122.0935888,-4977000.318,8167972.731,-0.298360824,9.874339236,37.42125631,-122.0935904,-4977000.469,8167973.147
1.59503E+12,37.4212685,-122.0935841,-4976999.65,8167971.307,0.251907855,9.894862322,37.42126017,-122.0935883,-4977000.222,8167972.551
1.59503E+12,37.4212829,-122.0935732,-4976998.97,8167968.83,0.74753057,9.922913539,37.42126957,-122.0935834,-4976999.588,8167971.134
1.59503E+12,37.4213014,-122.0935503,-4976998.843,8167964.863,1.199109003,9.924151437,37.42128381,-122.0935719,-4976998.977,8167968.62
1.59503E+12,37.4213175,-122.093513,-4977000.19,8167959.878,1.897272527,9.860143394,37.42130247,-122.0935484,-4976998.882,8167964.585
1.59503E+12,37.4213241,-122.0934573,-4977004.131,8167954.267,1.745069297,9.929527117,37.42131825,-122.0935086,-4977000.472,8167959.415
1.59503E+12,37.4213148,-122.0933798,-4977011.66,8167948.403,1.480466991,9.927096452,37.4213248,-122.0934514,-4977004.546,8167953.673
1.59503E+12,37.421287,-122.0932856,-4977022.637,8167943.011,1.774508084,9.88148324,37.42131696,-122.0933723,-4977012.051,8167947.513
1.59503E+12,37.4212377,-122.0931827,-4977036.724,8167939.112,0.477690226,9.963955104,37.4212868,-122.0932767,-4977023.408,8167942.245
1.59503E+12,37.421168,-122.0930701,-4977053.883,8167936.501,-0.32226029,9.945537254,37.42123686,-122.0931734,-4977037.6,8167938.377
1.59503E+12,37.4210843,-122.0929434,-4977073.773,8167934.118,-0.474319571,9.946929337,37.42116674,-122.0930602,-4977054.849,8167935.764
1.59503E+12,37.4209917,-122.0928033,-4977095.773,8167931.488,-0.253639203,9.874811,37.42108242,-122.0929338,-4977074.783,8167933.473
1.59503E+12,37.4208929,-122.0926521,-4977119.39,8167928.531,-0.000736252,9.981751702,37.42098845,-122.0927944,-4977096.876,8167931.048
1.59503E+12,37.4207864,-122.0924899,-4977144.782,8167925.411,0.358900391,9.903823923,37.42089721,-122.0926556,-4977118.623,8167928.382
1.59503E+12,37.4206706,-122.0923211,-4977171.757,8167922.687,0.136632473,9.870002287,37.42078796,-122.0924691,-4977146.354,8167923.41
1.59503E+12,37.4205471,-122.0921476,-4977199.978,8167920.358,-0.025975929,9.85043399,37.42066721,-122.0923113,-4977172.95,8167922.183
1.59503E+12,37.420418,-122.0919688,-4977229.264,8167918.149,0.049305954,9.851561385,37.42054361,-122.0921361,-4977201.333,8167919.706
1.59503E+12,37.4202843,-122.0917856,-4977259.428,8167916.036,-0.194416841,9.863468029,37.42041464,-122.0919572,-4977230.61,8167917.477
1.59503E+12,37.4201471,-122.0915993,-4977290.24,8167914.017,-0.30742019,9.895633135,37.42028105,-122.0917737,-4977260.789,8167915.326
1.59503E+12,37.4200072,-122.0914079,-4977321.779,8167911.832,-0.099520715,9.861500808,37.42014399,-122.0915875,-4977291.578,8167913.299
1.59503E+12,37.4198654,-122.0912129,-4977353.83,8167909.528,-0.093745729,9.804671346,37.42000402,-122.0913963,-4977323.108,8167911.138
1.59503E+12,37.4197217,-122.0910153,-4977386.309,8167907.195,-0.067666265,9.890904837,37.41986249,-122.0912015,-4977355.103,8167908.832
1.59503E+12,37.419576,-122.0908148,-4977419.253,8167904.816,-0.041839883,9.778097173,37.41971856,-122.0910037,-4977387.629,8167906.503
1.59503E+12,37.419429,-122.0906123,-4977452.509,8167902.397,-0.191621381,9.909299692,37.41957303,-122.0908031,-4977420.559,8167904.099
